marca_tiempo_unix,ip_origen,ip_destino,puerto_origen,puerto_destino,protocolo,duracion,paquetes_origen,paquetes_destino,bytes_origen,bytes_destino,tasa_transferencia,ttl_origen,ttl_destino,carga_origen,carga_destino,intervalo_origen,intervalo_destino,fluctuacion_origen,fluctuacion_destino,conteo_servicio_origen,conteo_destino_reciente,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,missed_bytes,clasificador,es_amenaza,etiqueta,confianza,tiempo_respuesta_ms,veredicto_ia_es_amenaza,veredicto_ia_confianza,veredicto_ia_tipo,conexiones_origen_5s,puertos_distintos_origen_5s,ips_distintas_origen_60s,conexiones_mismo_destino_300s
1789600067.911884,192.168.18.7,192.168.18.22,32741,5900,6,0.001000,1,0,60,0,1000.000000,128,0,60000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,60,0,0,0,ninguno,0,,0.000000,16.348100,0,0.984237,benigno,0,0,0,0
1789600067.924927,192.168.18.7,192.168.18.22,32741,5900,6,0.002078,1,0,93,0,481.163703,128,0,44748.224389,0.000000,0.002078,0.002078,0.000000,0.000000,1,1,2,153,0,0,0,ninguno,0,,0.000000,12.281600,0,0.988967,benigno,0,0,0,0
1789600067.937592,192.168.18.22,192.168.18.7,5900,32741,6,0.023712,1,0,80,0,42.172882,64,0,3373.830577,0.000000,0.023712,0.023712,0.000000,0.000000,1,1,2,153,1,80,0,ninguno,0,,0.000000,12.224000,0,0.996613,benigno,0,0,0,0
1789600067.950258,192.168.18.22,192.168.18.7,5900,32741,6,0.023805,1,0,14654,0,42.008573,64,0,615593.634229,0.000000,0.023805,0.023805,0.000000,0.000000,1,1,2,153,2,14734,0,ninguno,0,,0.000000,12.196700,0,0.996312,benigno,0,0,0,0
1789600067.963068,192.168.18.22,192.168.18.7,5900,32741,6,0.023819,1,0,1860,0,41.983344,64,0,78089.019859,0.000000,0.023819,0.023819,0.000000,0.000000,1,1,2,153,3,16594,0,ninguno,0,,0.000000,12.383800,0,0.996796,benigno,0,0,0,0
1789600067.975850,192.168.18.22,192.168.18.7,5900,32741,6,0.023893,1,0,14654,0,41.853056,64,0,613314.681595,0.000000,0.023893,0.023893,0.000000,0.000000,1,1,2,153,4,31248,0,ninguno,0,,0.000000,12.332900,0,0.997333,benigno,0,0,0,0
1789600067.988107,192.168.18.22,192.168.18.7,5900,32741,6,0.023913,1,0,1860,0,41.818421,64,0,77782.263255,0.000000,0.023913,0.023913,0.000000,0.000000,1,1,2,153,5,33108,0,ninguno,0,,0.000000,11.829000,0,0.997378,benigno,0,0,0,0
1789600068.000318,192.168.18.22,192.168.18.7,5900,32741,6,0.023985,1,0,14654,0,41.693297,64,0,610973.576437,0.000000,0.023985,0.023985,0.000000,0.000000,1,1,2,153,6,47762,0,ninguno,0,,0.000000,11.724000,0,0.997375,benigno,0,0,0,0
1789600068.013575,192.168.18.22,192.168.18.7,5900,32741,6,0.024046,1,0,14654,0,41.587467,64,0,609422.743701,0.000000,0.024046,0.024046,0.000000,0.000000,1,1,2,153,7,62416,0,ninguno,0,,0.000000,12.817200,0,0.997354,benigno,0,0,0,0
1789600068.026310,192.168.18.22,192.168.18.7,5900,32741,6,0.024110,1,0,14654,0,41.477250,64,0,607807.628492,0.000000,0.024110,0.024110,0.000000,0.000000,1,1,2,153,8,77070,0,ninguno,0,,0.000000,12.296200,0,0.997488,benigno,0,0,0,0
