marca_tiempo_unix,ip_origen,ip_destino,puerto_origen,puerto_destino,protocolo,duracion,paquetes_origen,paquetes_destino,bytes_origen,bytes_destino,tasa_transferencia,ttl_origen,ttl_destino,carga_origen,carga_destino,intervalo_origen,intervalo_destino,fluctuacion_origen,fluctuacion_destino,conteo_servicio_origen,conteo_destino_reciente,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,missed_bytes,clasificador,es_amenaza,etiqueta,confianza,tiempo_respuesta_ms,veredicto_ia_es_amenaza,veredicto_ia_confianza,veredicto_ia_tipo,conexiones_origen_5s,puertos_distintos_origen_5s,ips_distintas_origen_60s,conexiones_mismo_destino_300s
1789599479.557131,192.168.18.7,192.168.18.22,32741,5900,6,0.001000,1,0,88,0,1000.000000,128,0,88000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,88,0,0,0,ninguno,0,,0.000000,6.793000,0,0.996781,benigno,0,0,0,0
1789599479.559983,192.168.18.22,192.168.18.7,5900,32741,6,0.001000,1,0,54,0,1000.000000,64,0,54000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,88,1,54,0,ninguno,0,,0.000000,2.651600,0,0.995437,benigno,0,0,0,0
1789599479.562241,192.168.18.22,192.168.18.7,5900,32741,6,0.001538,1,0,80,0,650.279690,64,0,52022.375194,0.000000,0.001538,0.001538,0.000000,0.000000,1,1,1,88,2,134,0,ninguno,0,,0.000000,2.176100,0,0.995649,benigno,0,0,0,0
1789599479.564478,192.168.18.22,192.168.18.7,5900,32741,6,0.001614,1,0,14654,0,619.451189,64,0,9077437.722050,0.000000,0.001614,0.001614,0.000000,0.000000,1,1,1,88,3,14788,0,ninguno,0,,0.000000,2.159700,0,0.998451,benigno,0,0,0,0
1789599479.566511,192.168.18.22,192.168.18.7,5900,32741,6,0.001631,1,0,1860,0,613.023093,64,0,1140222.952353,0.000000,0.001631,0.001631,0.000000,0.000000,1,1,1,88,4,16648,0,ninguno,0,,0.000000,1.961400,0,0.998701,benigno,0,0,0,0
1789599479.568969,192.168.18.22,192.168.18.7,5900,32741,6,0.001697,1,0,14654,0,589.418775,64,0,8637342.722878,0.000000,0.001697,0.001697,0.000000,0.000000,1,1,1,88,5,31302,0,ninguno,0,,0.000000,2.387500,0,0.998317,benigno,0,0,0,0
1789599479.571787,192.168.18.22,192.168.18.7,5900,32741,6,0.001714,1,0,1860,0,583.352434,64,0,1085035.527121,0.000000,0.001714,0.001714,0.000000,0.000000,1,1,1,88,6,33162,0,ninguno,0,,0.000000,2.736900,0,0.998327,benigno,0,0,0,0
1789599479.574201,192.168.18.22,192.168.18.7,5900,32741,6,0.001781,1,0,14654,0,561.411324,64,0,8226921.538750,0.000000,0.001781,0.001781,0.000000,0.000000,1,1,1,88,7,47816,0,ninguno,0,,0.000000,2.321200,0,0.998311,benigno,0,0,0,0
1789599479.576506,192.168.18.22,192.168.18.7,5900,32741,6,0.001840,1,0,14654,0,543.585277,64,0,7965698.654225,0.000000,0.001840,0.001840,0.000000,0.000000,1,1,1,88,8,62470,0,ninguno,0,,0.000000,2.226600,0,0.998395,benigno,0,0,0,0
1789599479.578519,192.168.18.22,192.168.18.7,5900,32741,6,0.002119,1,0,13513,0,471.906391,64,0,6376871.056706,0.000000,0.002119,0.002119,0.000000,0.000000,1,1,1,88,9,75983,0,ninguno,0,,0.000000,1.939900,0,0.998395,benigno,0,0,0,0
1789599479.581474,192.168.18.7,192.168.18.22,32741,5900,6,0.003428,1,0,60,0,291.757373,128,0,17505.442404,0.000000,0.003428,0.003428,0.000000,0.000000,1,1,2,148,9,75983,0,ninguno,0,,0.000000,2.880900,0,0.999247,benigno,0,0,0,0
1789599479.583906,192.168.18.7,192.168.18.22,32741,5900,6,0.003441,1,0,60,0,290.625277,128,0,17437.516630,0.000000,0.003441,0.003441,0.000000,0.000000,1,1,3,208,9,75983,0,ninguno,0,,0.000000,2.359800,0,0.998907,benigno,0,0,0,0
1789599479.586113,192.168.18.7,192.168.18.22,32741,5900,6,0.003458,1,0,60,0,289.202510,128,0,17352.150590,0.000000,0.003458,0.003458,0.000000,0.000000,1,1,4,268,9,75983,0,ninguno,0,,0.000000,2.136800,0,0.998873,benigno,0,0,0,0
1789599479.589089,192.168.18.7,192.168.18.22,32741,5900,6,0.003459,1,0,60,0,289.082914,128,0,17344.974843,0.000000,0.003459,0.003459,0.000000,0.000000,1,1,5,328,9,75983,0,ninguno,0,,0.000000,2.897000,0,0.998276,benigno,0,0,0,0
1789599479.591344,192.168.18.7,192.168.18.22,32741,5900,6,0.003461,1,0,60,0,288.963417,128,0,17337.805029,0.000000,0.003461,0.003461,0.000000,0.000000,1,1,6,388,9,75983,0,ninguno,0,,0.000000,2.168100,0,0.996526,benigno,0,0,0,0
1789599479.593544,192.168.18.7,192.168.18.22,32741,5900,6,0.003834,1,0,60,0,260.807362,128,0,15648.441736,0.000000,0.003834,0.003834,0.000000,0.000000,1,1,7,448,9,75983,0,ninguno,0,,0.000000,2.124000,0,0.995760,benigno,0,0,0,0
1789599479.595873,192.168.18.7,192.168.18.22,32741,5900,6,0.003836,1,0,60,0,260.693890,128,0,15641.633414,0.000000,0.003836,0.003836,0.000000,0.000000,1,1,8,508,9,75983,0,ninguno,0,,0.000000,2.218000,0,0.956315,benigno,0,0,0,0
1789599479.597874,192.168.18.7,192.168.18.22,32741,5900,6,0.003837,1,0,60,0,260.612899,128,0,15636.773953,0.000000,0.003837,0.003837,0.000000,0.000000,1,1,9,568,9,75983,0,ninguno,0,,0.000000,1.917900,0,0.988610,benigno,0,0,0,0
1789599479.600083,192.168.18.7,192.168.18.22,32741,5900,6,0.003839,1,0,60,0,260.515776,128,0,15630.946584,0.000000,0.003839,0.003839,0.000000,0.000000,1,1,10,628,9,75983,0,ninguno,0,,0.000000,2.135100,0,0.989818,benigno,0,0,0,0
1789599479.602976,192.168.18.7,192.168.18.22,32741,5900,6,0.004702,1,0,60,0,212.671332,128,0,12760.279890,0.000000,0.004702,0.004702,0.000000,0.000000,1,1,11,688,9,75983,0,ninguno,0,,0.000000,2.813700,0,0.996001,benigno,0,0,0,0
