marca_tiempo_unix,ip_origen,ip_destino,puerto_origen,puerto_destino,protocolo,duracion,paquetes_origen,paquetes_destino,bytes_origen,bytes_destino,tasa_transferencia,ttl_origen,ttl_destino,carga_origen,carga_destino,intervalo_origen,intervalo_destino,fluctuacion_origen,fluctuacion_destino,conteo_servicio_origen,conteo_destino_reciente,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,missed_bytes,clasificador,es_amenaza,etiqueta,confianza,tiempo_respuesta_ms,veredicto_ia_es_amenaza,veredicto_ia_confianza,veredicto_ia_tipo,conexiones_origen_5s,puertos_distintos_origen_5s,ips_distintas_origen_60s,conexiones_mismo_destino_300s
1789610151.319725,192.168.18.7,192.168.18.22,32741,5900,6,0.001000,1,0,93,0,1000.000000,128,0,93000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,93,0,0,0,ninguno,0,,0.000000,6.734900,0,0.996798,benigno,0,0,0,0
1789610151.322716,192.168.18.22,192.168.18.7,5900,32741,6,0.016015,1,0,80,0,62.440326,64,0,4995.226058,0.000000,0.016015,0.016015,0.000000,0.000000,1,1,1,93,1,80,0,ninguno,0,,0.000000,2.777600,0,0.997304,benigno,0,0,0,0
1789610151.325326,192.168.18.22,192.168.18.7,5900,32741,6,0.016095,1,0,14654,0,62.130473,64,0,910459.957575,0.000000,0.016095,0.016095,0.000000,0.000000,1,1,1,93,2,14734,0,ninguno,0,,0.000000,2.532000,0,0.998054,benigno,0,0,0,0
1789610151.327372,192.168.18.22,192.168.18.7,5900,32741,6,0.016113,1,0,1860,0,62.062443,64,0,115436.143352,0.000000,0.016113,0.016113,0.000000,0.000000,1,1,1,93,3,16594,0,ninguno,0,,0.000000,1.964200,0,0.998275,benigno,0,0,0,0
1789610151.329503,192.168.18.22,192.168.18.7,5900,32741,6,0.016181,1,0,14654,0,61.800908,64,0,905630.500619,0.000000,0.016181,0.016181,0.000000,0.000000,1,1,1,93,4,31248,0,ninguno,0,,0.000000,2.058600,0,0.998584,benigno,0,0,0,0
1789610151.331601,192.168.18.22,192.168.18.7,5900,32741,6,0.016201,1,0,1860,0,61.726328,64,0,114810.970419,0.000000,0.016201,0.016201,0.000000,0.000000,1,1,1,93,5,33108,0,ninguno,0,,0.000000,2.028900,0,0.998627,benigno,0,0,0,0
1789610151.333859,192.168.18.22,192.168.18.7,5900,32741,6,0.016272,1,0,14654,0,61.455904,64,0,900574.818913,0.000000,0.016272,0.016272,0.000000,0.000000,1,1,1,93,6,47762,0,ninguno,0,,0.000000,2.179200,0,0.998617,benigno,0,0,0,0
1789610151.336276,192.168.18.22,192.168.18.7,5900,32741,6,0.016331,1,0,14654,0,61.231609,64,0,897288.001518,0.000000,0.016331,0.016331,0.000000,0.000000,1,1,1,93,7,62416,0,ninguno,0,,0.000000,2.342000,0,0.998605,benigno,0,0,0,0
1789610151.338541,192.168.18.22,192.168.18.7,5900,32741,6,0.016394,1,0,14654,0,60.998298,64,0,893869.065546,0.000000,0.016394,0.016394,0.000000,0.000000,1,1,1,93,8,77070,0,ninguno,0,,0.000000,2.132800,0,0.998678,benigno,0,0,0,0
1789610151.340628,192.168.18.22,192.168.18.7,5900,32741,6,0.016583,1,0,6399,0,60.303711,64,0,385883.445660,0.000000,0.016583,0.016583,0.000000,0.000000,1,1,1,93,9,83469,0,ninguno,0,,0.000000,2.010900,0,0.998678,benigno,0,0,0,0
