marca_tiempo_unix,ip_origen,ip_destino,puerto_origen,puerto_destino,protocolo,duracion,paquetes_origen,paquetes_destino,bytes_origen,bytes_destino,tasa_transferencia,ttl_origen,ttl_destino,carga_origen,carga_destino,intervalo_origen,intervalo_destino,fluctuacion_origen,fluctuacion_destino,conteo_servicio_origen,conteo_destino_reciente,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,missed_bytes,clasificador,es_amenaza,etiqueta,confianza,tiempo_respuesta_ms,veredicto_ia_es_amenaza,veredicto_ia_confianza,veredicto_ia_tipo,conexiones_origen_5s,puertos_distintos_origen_5s,ips_distintas_origen_60s,conexiones_mismo_destino_300s
1789526920.063797,192.168.18.6,192.168.18.22,32103,5900,6,0.001000,1,0,88,0,1000.000000,128,0,88000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,88,0,0,0,ninguno,0,,0.000000,15.015100,0,0.996944,benigno,0,0,0,0
1789526920.102767,192.168.18.22,192.168.18.6,5900,32103,6,0.001000,1,0,54,0,1000.000000,64,0,54000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,88,1,54,0,ninguno,0,,0.000000,38.187300,0,0.992949,benigno,0,0,0,0
1789526920.116411,192.168.18.22,192.168.18.6,5900,32103,6,0.043172,1,0,80,0,23.163096,64,0,1853.047709,0.000000,0.043172,0.043172,0.000000,0.000000,1,1,1,88,2,134,0,ninguno,0,,0.000000,12.616000,0,0.952714,benigno,0,0,0,0
1789526920.131975,192.168.18.22,192.168.18.6,5900,32103,6,0.043314,1,0,7354,0,23.087488,64,0,169785.388980,0.000000,0.043314,0.043314,0.000000,0.000000,1,1,1,88,3,7488,0,ninguno,0,,0.000000,15.095600,0,0.976867,benigno,0,0,0,0
1789526920.145889,192.168.18.22,192.168.18.6,5900,32103,6,0.043318,1,0,5894,0,23.085074,64,0,136063.425832,0.000000,0.043318,0.043318,0.000000,0.000000,1,1,1,88,4,13382,0,ninguno,0,,0.000000,13.405700,0,0.983673,benigno,0,0,0,0
1789526920.161434,192.168.18.6,192.168.18.22,32103,5900,6,0.044868,1,0,60,0,22.287840,128,0,1337.270389,0.000000,0.044868,0.044868,0.000000,0.000000,1,1,2,148,4,13382,0,ninguno,0,,0.000000,15.064600,0,0.998851,benigno,0,0,0,0
1789526920.175238,192.168.18.22,192.168.18.6,5900,32103,6,0.044870,1,0,13194,0,22.286419,64,0,294047.008374,0.000000,0.044870,0.044870,0.000000,0.000000,1,1,2,148,5,26576,0,ninguno,0,,0.000000,13.353100,0,0.976724,benigno,0,0,0,0
1789526920.190284,192.168.18.22,192.168.18.6,5900,32103,6,0.044872,1,0,13194,0,22.285590,64,0,294036.071857,0.000000,0.044872,0.044872,0.000000,0.000000,1,1,2,148,6,39770,0,ninguno,0,,0.000000,14.595500,0,0.976513,benigno,0,0,0,0
1789526920.204148,192.168.18.6,192.168.18.22,32103,5900,6,0.045268,1,0,60,0,22.090515,128,0,1325.430902,0.000000,0.045268,0.045268,0.000000,0.000000,1,1,3,208,6,39770,0,ninguno,0,,0.000000,13.376500,0,0.998453,benigno,0,0,0,0
1789526920.218446,192.168.18.22,192.168.18.6,5900,32103,6,0.045271,1,0,2974,0,22.089235,64,0,65693.385802,0.000000,0.045271,0.045271,0.000000,0.000000,1,1,3,208,7,42744,0,ninguno,0,,0.000000,13.819400,0,0.973953,benigno,0,0,0,0
1789526920.234107,192.168.18.6,192.168.18.22,32103,5900,6,0.045997,1,0,60,0,21.740481,128,0,1304.428848,0.000000,0.045997,0.045997,0.000000,0.000000,1,1,4,268,7,42744,0,ninguno,0,,0.000000,15.193700,0,0.999008,benigno,0,0,0,0
1789526920.247933,192.168.18.22,192.168.18.6,5900,32103,6,0.046000,1,0,14654,0,21.739129,64,0,318565.190973,0.000000,0.046000,0.046000,0.000000,0.000000,1,1,4,268,8,57398,0,ninguno,0,,0.000000,13.383800,0,0.983798,benigno,0,0,0,0
1789526920.262012,192.168.18.6,192.168.18.22,32103,5900,6,0.046001,1,0,60,0,21.738453,128,0,1304.307156,0.000000,0.046001,0.046001,0.000000,0.000000,1,1,5,328,8,57398,0,ninguno,0,,0.000000,13.639200,0,0.998729,benigno,0,0,0,0
1789526920.275526,192.168.18.22,192.168.18.6,5900,32103,6,0.046003,1,0,14654,0,21.737777,64,0,318545.378678,0.000000,0.046003,0.046003,0.000000,0.000000,1,1,5,328,9,72052,0,ninguno,0,,0.000000,13.066900,0,0.984652,benigno,0,0,0,0
1789526920.289301,192.168.18.6,192.168.18.22,32103,5900,6,0.046004,1,0,60,0,21.737101,128,0,1304.226041,0.000000,0.046004,0.046004,0.000000,0.000000,1,1,6,388,9,72052,0,ninguno,0,,0.000000,13.311600,0,0.998283,benigno,0,0,0,0
1789526920.303837,192.168.18.6,192.168.18.22,32103,5900,6,0.046006,1,0,60,0,21.736425,128,0,1304.185487,0.000000,0.046006,0.046006,0.000000,0.000000,1,1,7,448,9,72052,0,ninguno,0,,0.000000,14.081100,0,0.998404,benigno,0,0,0,0
1789526920.317614,192.168.18.22,192.168.18.6,5900,32103,6,0.046007,1,0,14654,0,21.735749,64,0,318515.664856,0.000000,0.046007,0.046007,0.000000,0.000000,1,1,7,448,10,86706,0,ninguno,0,,0.000000,13.189100,0,0.985661,benigno,0,0,0,0
1789526920.330281,192.168.18.22,192.168.18.6,5900,32103,6,0.046009,1,0,8814,0,21.735073,64,0,191572.934468,0.000000,0.046009,0.046009,0.000000,0.000000,1,1,7,448,11,95520,0,ninguno,0,,0.000000,12.208200,0,0.984345,benigno,0,0,0,0
1789526920.343809,192.168.18.6,192.168.18.22,32103,5900,6,0.046651,1,0,60,0,21.435710,128,0,1286.142618,0.000000,0.046651,0.046651,0.000000,0.000000,1,1,8,508,11,95520,0,ninguno,0,,0.000000,13.080000,0,0.998437,benigno,0,0,0,0
1789526920.357303,192.168.18.22,192.168.18.6,5900,32103,6,0.046654,1,0,5894,0,21.434615,64,0,126335.619949,0.000000,0.046654,0.046654,0.000000,0.000000,1,1,8,508,12,101414,0,ninguno,0,,0.000000,13.053500,0,0.993003,benigno,0,0,0,0
1789526920.370476,192.168.18.6,192.168.18.22,32103,5900,6,0.047139,1,0,60,0,21.213674,128,0,1272.820445,0.000000,0.047139,0.047139,0.000000,0.000000,1,1,9,568,12,101414,0,ninguno,0,,0.000000,12.728800,0,0.998051,benigno,0,0,0,0
1789526920.384402,192.168.18.22,192.168.18.6,5900,32103,6,0.047142,1,0,14654,0,21.212387,64,0,310846.313975,0.000000,0.047142,0.047142,0.000000,0.000000,1,1,9,568,13,116068,0,ninguno,0,,0.000000,13.467700,0,0.992849,benigno,0,0,0,0
1789526920.398460,192.168.18.6,192.168.18.22,32103,5900,6,0.047144,1,0,60,0,21.211743,128,0,1272.704579,0.000000,0.047144,0.047144,0.000000,0.000000,1,1,10,628,13,116068,0,ninguno,0,,0.000000,13.617700,0,0.998176,benigno,0,0,0,0
1789526920.412432,192.168.18.22,192.168.18.6,5900,32103,6,0.047145,1,0,14654,0,21.211099,64,0,310827.450129,0.000000,0.047145,0.047145,0.000000,0.000000,1,1,10,628,14,130722,0,ninguno,0,,0.000000,13.528100,0,0.993829,benigno,0,0,0,0
1789526920.425199,192.168.18.22,192.168.18.6,5900,32103,6,0.047245,1,0,5894,0,21.166249,64,0,124753.874526,0.000000,0.047245,0.047245,0.000000,0.000000,1,1,10,628,15,136616,0,ninguno,0,,0.000000,12.347200,0,0.993640,benigno,0,0,0,0
