marca_tiempo_unix,ip_origen,ip_destino,puerto_origen,puerto_destino,protocolo,duracion,paquetes_origen,paquetes_destino,bytes_origen,bytes_destino,tasa_transferencia,ttl_origen,ttl_destino,carga_origen,carga_destino,intervalo_origen,intervalo_destino,fluctuacion_origen,fluctuacion_destino,conteo_servicio_origen,conteo_destino_reciente,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,missed_bytes,clasificador,es_amenaza,etiqueta,confianza,tiempo_respuesta_ms,veredicto_ia_es_amenaza,veredicto_ia_confianza,veredicto_ia_tipo,conexiones_origen_5s,puertos_distintos_origen_5s,ips_distintas_origen_60s,conexiones_mismo_destino_300s
1789679407.983374,192.168.18.8,192.168.18.22,34005,5900,6,0.001000,1,0,88,0,1000.000000,128,0,88000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,88,0,0,0,ninguno,0,,0.000000,15.097700,0,0.736451,benigno,0,0,0,0
1789679408.002097,192.168.18.22,192.168.18.8,5900,34005,6,0.001000,1,0,54,0,1000.000000,64,0,54000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,88,1,54,0,ninguno,0,,0.000000,16.586400,0,0.998908,benigno,0,0,0,0
1789679408.019532,192.168.18.22,192.168.18.8,5900,34005,6,0.032117,1,0,80,0,31.136265,64,0,2490.901209,0.000000,0.032117,0.032117,0.000000,0.000000,1,1,1,88,2,134,0,ninguno,0,,0.000000,16.558400,0,0.998981,benigno,0,0,0,0
1789679408.035295,192.168.18.22,192.168.18.8,5900,34005,6,0.032181,1,0,7354,0,31.074213,64,0,228519.759781,0.000000,0.032181,0.032181,0.000000,0.000000,1,1,1,88,3,7488,0,ninguno,0,,0.000000,15.292200,0,0.999873,benigno,0,0,0,0
1789679408.050795,192.168.18.22,192.168.18.8,5900,34005,6,0.032194,1,0,560,0,31.061326,64,0,17394.342420,0.000000,0.032194,0.032194,0.000000,0.000000,1,1,1,88,4,8048,0,ninguno,0,,0.000000,14.817700,0,0.999877,benigno,0,0,0,0
1789679408.066485,192.168.18.22,192.168.18.8,5900,34005,6,0.032210,1,0,93,0,31.046151,64,0,2887.292075,0.000000,0.032210,0.032210,0.000000,0.000000,1,1,1,88,5,8141,0,ninguno,0,,0.000000,14.812800,0,0.999878,benigno,0,0,0,0
1789679408.086940,192.168.18.8,192.168.18.22,34005,5900,6,0.032940,1,0,60,0,30.358309,128,0,1821.498552,0.000000,0.032940,0.032940,0.000000,0.000000,1,1,2,148,5,8141,0,ninguno,0,,0.000000,19.318200,0,0.804224,benigno,0,0,0,0
1789679408.105179,192.168.18.8,192.168.18.22,34005,5900,6,0.032953,1,0,60,0,30.346229,128,0,1820.773722,0.000000,0.032953,0.032953,0.000000,0.000000,1,1,3,208,5,8141,0,ninguno,0,,0.000000,17.256800,0,0.763431,benigno,0,0,0,0
1789679408.120641,192.168.18.8,192.168.18.22,34005,5900,6,0.045318,1,0,93,0,22.066342,128,0,2052.169763,0.000000,0.045318,0.045318,0.000000,0.000000,1,1,4,301,5,8141,0,ninguno,0,,0.000000,14.815100,0,0.837932,benigno,0,0,0,0
1789679408.139767,192.168.18.22,192.168.18.8,5900,34005,6,0.060302,1,0,80,0,16.583127,64,0,1326.650166,0.000000,0.060302,0.060302,0.000000,0.000000,1,1,4,301,6,8221,0,ninguno,0,,0.000000,17.582200,0,0.999428,benigno,0,0,0,0
1789679408.157346,192.168.18.22,192.168.18.8,5900,34005,6,0.060379,1,0,13194,0,16.562107,64,0,218520.444372,0.000000,0.060379,0.060379,0.000000,0.000000,1,1,4,301,7,21415,0,ninguno,0,,0.000000,16.739300,0,0.999466,benigno,0,0,0,0
1789679408.172436,192.168.18.22,192.168.18.8,5900,34005,6,0.060396,1,0,3320,0,16.557400,64,0,54970.567861,0.000000,0.060396,0.060396,0.000000,0.000000,1,1,4,301,8,24735,0,ninguno,0,,0.000000,14.677100,0,0.999466,benigno,0,0,0,0
1789679408.189695,192.168.18.22,192.168.18.8,5900,34005,6,0.060449,1,0,7354,0,16.542902,64,0,121656.503745,0.000000,0.060449,0.060449,0.000000,0.000000,1,1,4,301,9,32089,0,ninguno,0,,0.000000,16.363000,0,0.999466,benigno,0,0,0,0
1789679408.208016,192.168.18.8,192.168.18.22,34005,5900,6,0.061327,1,0,60,0,16.305973,128,0,978.358402,0.000000,0.061327,0.061327,0.000000,0.000000,1,1,5,361,9,32089,0,ninguno,0,,0.000000,17.907400,0,0.878534,benigno,0,0,0,0
1789679408.221849,192.168.18.22,192.168.18.8,5900,34005,6,0.061345,1,0,6608,0,16.301347,64,0,107719.301479,0.000000,0.061345,0.061345,0.000000,0.000000,1,1,5,361,10,38697,0,ninguno,0,,0.000000,13.307800,0,0.999161,benigno,0,0,0,0
1789679408.235304,192.168.18.8,192.168.18.22,34005,5900,6,0.061352,1,0,60,0,16.299383,128,0,977.962997,0.000000,0.061352,0.061352,0.000000,0.000000,1,1,6,421,10,38697,0,ninguno,0,,0.000000,12.953300,0,0.862625,benigno,0,0,0,0
1789679408.248935,192.168.18.8,192.168.18.22,34005,5900,6,0.061354,1,0,60,0,16.298940,128,0,977.936394,0.000000,0.061354,0.061354,0.000000,0.000000,1,1,7,481,10,38697,0,ninguno,0,,0.000000,12.947900,0,0.819717,benigno,0,0,0,0
1789679408.261622,192.168.18.8,192.168.18.22,34005,5900,6,0.062182,1,0,60,0,16.081899,128,0,964.913941,0.000000,0.062182,0.062182,0.000000,0.000000,1,1,8,541,10,38697,0,ninguno,0,,0.000000,12.266700,0,0.810631,benigno,0,0,0,0
1789679408.275051,192.168.18.8,192.168.18.22,34005,5900,6,0.075809,1,0,93,0,13.191129,128,0,1226.774956,0.000000,0.075809,0.075809,0.000000,0.000000,1,1,9,634,10,38697,0,ninguno,0,,0.000000,12.502700,0,0.845570,benigno,0,0,0,0
1789679408.294699,192.168.18.22,192.168.18.8,5900,34005,6,0.116870,1,0,54,0,8.556504,64,0,462.051201,0.000000,0.116870,0.116870,0.000000,0.000000,1,1,9,634,11,38751,0,ninguno,0,,0.000000,18.938100,0,0.999714,benigno,0,0,0,0
1789679408.307890,192.168.18.8,224.0.0.251,5353,5353,17,0.001000,1,0,77,0,1000.000000,1,0,77000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,77,0,0,0,ninguno,0,,0.000000,12.300100,0,0.998693,benigno,1,1,1,1
1789679408.318079,192.168.18.8,192.168.18.22,34005,5900,6,0.633881,1,0,82,0,1.577584,128,0,129.361850,0.000000,0.633881,0.633881,0.000000,0.000000,1,1,10,716,11,38751,0,ninguno,0,,0.000000,9.738500,0,0.929593,benigno,0,0,0,0
1789679408.329080,192.168.18.22,192.168.18.8,5900,34005,6,0.633910,1,0,54,0,1.577510,64,0,85.185538,0.000000,0.633910,0.633910,0.000000,0.000000,1,1,10,716,12,38805,0,ninguno,0,,0.000000,10.569200,0,0.999756,benigno,0,0,0,0
1789679408.349073,192.168.18.8,192.168.18.22,34005,5900,6,0.664472,1,0,82,0,1.504954,128,0,123.406234,0.000000,0.664472,0.664472,0.000000,0.000000,1,1,11,798,12,38805,0,ninguno,0,,0.000000,19.568900,0,0.929566,benigno,0,0,0,0
1789679408.364403,192.168.18.22,192.168.18.8,5900,34005,6,0.664475,1,0,54,0,1.504948,64,0,81.267170,0.000000,0.664475,0.664475,0.000000,0.000000,1,1,11,798,13,38859,0,ninguno,0,,0.000000,14.880700,0,0.999750,benigno,0,0,0,0
