marca_tiempo_unix,ip_origen,ip_destino,puerto_origen,puerto_destino,protocolo,duracion,paquetes_origen,paquetes_destino,bytes_origen,bytes_destino,tasa_transferencia,ttl_origen,ttl_destino,carga_origen,carga_destino,intervalo_origen,intervalo_destino,fluctuacion_origen,fluctuacion_destino,conteo_servicio_origen,conteo_destino_reciente,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,missed_bytes,clasificador,es_amenaza,etiqueta,confianza,tiempo_respuesta_ms,veredicto_ia_es_amenaza,veredicto_ia_confianza,veredicto_ia_tipo,conexiones_origen_5s,puertos_distintos_origen_5s,ips_distintas_origen_60s,conexiones_mismo_destino_300s
1789700618.889752,192.168.18.8,192.168.18.22,34005,5900,6,0.001000,1,0,60,0,1000.000000,128,0,60000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,60,0,0,0,ninguno,0,,0.000000,8.852800,0,0.998984,benigno,0,0,0,0
1789700618.892482,192.168.18.8,192.168.18.22,34005,5900,6,0.002523,1,0,93,0,396.399584,128,0,36865.161327,0.000000,0.002523,0.002523,0.000000,0.000000,1,1,2,153,0,0,0,ninguno,0,,0.000000,2.531100,0,0.998833,benigno,0,0,0,0
1789700618.895403,192.168.18.22,192.168.18.8,5900,34005,6,0.027021,1,0,80,0,37.007694,64,0,2960.615515,0.000000,0.027021,0.027021,0.000000,0.000000,1,1,2,153,1,80,0,ninguno,0,,0.000000,2.831100,0,0.997702,benigno,0,0,0,0
1789700618.898260,192.168.18.22,192.168.18.8,5900,34005,6,0.027109,1,0,14654,0,36.888568,64,0,540565.080790,0.000000,0.027109,0.027109,0.000000,0.000000,1,1,2,153,2,14734,0,ninguno,0,,0.000000,2.774700,0,0.999589,benigno,0,0,0,0
1789700618.904612,192.168.18.22,192.168.18.8,5900,34005,6,0.027118,1,0,1860,0,36.875596,64,0,68588.607902,0.000000,0.027118,0.027118,0.000000,0.000000,1,1,2,153,3,16594,0,ninguno,0,,0.000000,6.256900,0,0.999564,benigno,0,0,0,0
1789700618.906877,192.168.18.22,192.168.18.8,5900,34005,6,0.027202,1,0,14654,0,36.761828,64,0,538707.827020,0.000000,0.027202,0.027202,0.000000,0.000000,1,1,2,153,4,31248,0,ninguno,0,,0.000000,2.149500,0,0.999589,benigno,0,0,0,0
1789700618.908940,192.168.18.22,192.168.18.8,5900,34005,6,0.027221,1,0,1860,0,36.735748,64,0,68328.490825,0.000000,0.027221,0.027221,0.000000,0.000000,1,1,2,153,5,33108,0,ninguno,0,,0.000000,1.967300,0,0.999591,benigno,0,0,0,0
1789700618.911966,192.168.18.22,192.168.18.8,5900,34005,6,0.027303,1,0,14654,0,36.626678,64,0,536727.335423,0.000000,0.027303,0.027303,0.000000,0.000000,1,1,2,153,6,47762,0,ninguno,0,,0.000000,2.948500,0,0.999563,benigno,0,0,0,0
1789700618.914368,192.168.18.22,192.168.18.8,5900,34005,6,0.027375,1,0,14654,0,36.529703,64,0,535306.271749,0.000000,0.027375,0.027375,0.000000,0.000000,1,1,2,153,7,62416,0,ninguno,0,,0.000000,2.312400,0,0.999562,benigno,0,0,0,0
1789700618.916827,192.168.18.22,192.168.18.8,5900,34005,6,0.027449,1,0,14654,0,36.430709,64,0,533855.615047,0.000000,0.027449,0.027449,0.000000,0.000000,1,1,2,153,8,77070,0,ninguno,0,,0.000000,2.368200,0,0.999570,benigno,0,0,0,0
