marca_tiempo_unix,ip_origen,ip_destino,puerto_origen,puerto_destino,protocolo,duracion,paquetes_origen,paquetes_destino,bytes_origen,bytes_destino,tasa_transferencia,ttl_origen,ttl_destino,carga_origen,carga_destino,intervalo_origen,intervalo_destino,fluctuacion_origen,fluctuacion_destino,conteo_servicio_origen,conteo_destino_reciente,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,missed_bytes,clasificador,es_amenaza,etiqueta,confianza,tiempo_respuesta_ms,veredicto_ia_es_amenaza,veredicto_ia_confianza,veredicto_ia_tipo,conexiones_origen_5s,puertos_distintos_origen_5s,ips_distintas_origen_60s,conexiones_mismo_destino_300s
1789527067.228082,192.168.18.6,192.168.18.22,32103,5900,6,0.001000,1,0,60,0,1000.000000,128,0,60000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,60,0,0,0,ninguno,0,,0.000000,16.987300,0,0.985146,benigno,0,0,0,0
1789527067.245482,192.168.18.6,192.168.18.22,32103,5900,6,0.006109,1,0,93,0,163.680156,128,0,15222.254517,0.000000,0.006109,0.006109,0.000000,0.000000,1,1,2,153,0,0,0,ninguno,0,,0.000000,16.697000,0,0.995065,benigno,0,0,0,0
1789527067.259809,192.168.18.22,192.168.18.6,5900,32103,6,0.022907,1,0,80,0,43.655197,64,0,3492.415746,0.000000,0.022907,0.022907,0.000000,0.000000,1,1,2,153,1,80,0,ninguno,0,,0.000000,13.882300,0,0.983717,benigno,0,0,0,0
1789527067.272286,192.168.18.22,192.168.18.6,5900,32103,6,0.022987,1,0,14654,0,43.502157,64,0,637480.613342,0.000000,0.022987,0.022987,0.000000,0.000000,1,1,2,153,2,14734,0,ninguno,0,,0.000000,11.992400,0,0.975564,benigno,0,0,0,0
1789527067.284178,192.168.18.22,192.168.18.6,5900,32103,6,0.023000,1,0,1860,0,43.477807,64,0,80868.720224,0.000000,0.023000,0.023000,0.000000,0.000000,1,1,2,153,3,16594,0,ninguno,0,,0.000000,11.487700,0,0.976764,benigno,0,0,0,0
1789527067.297344,192.168.18.22,192.168.18.6,5900,32103,6,0.023076,1,0,14654,0,43.334959,64,0,635030.487416,0.000000,0.023076,0.023076,0.000000,0.000000,1,1,2,153,4,31248,0,ninguno,0,,0.000000,12.720300,0,0.977779,benigno,0,0,0,0
1789527067.310502,192.168.18.22,192.168.18.6,5900,32103,6,0.023098,1,0,1860,0,43.293807,64,0,80526.480595,0.000000,0.023098,0.023098,0.000000,0.000000,1,1,2,153,5,33108,0,ninguno,0,,0.000000,12.720300,0,0.978215,benigno,0,0,0,0
1789527067.323511,192.168.18.22,192.168.18.6,5900,32103,6,0.023172,1,0,14654,0,43.156160,64,0,632410.363477,0.000000,0.023172,0.023172,0.000000,0.000000,1,1,2,153,6,47762,0,ninguno,0,,0.000000,12.569000,0,0.978001,benigno,0,0,0,0
1789527067.336095,192.168.18.22,192.168.18.6,5900,32103,6,0.023235,1,0,14654,0,43.038808,64,0,630690.693209,0.000000,0.023235,0.023235,0.000000,0.000000,1,1,2,153,7,62416,0,ninguno,0,,0.000000,12.142600,0,0.978267,benigno,0,0,0,0
1789527067.349146,192.168.18.22,192.168.18.6,5900,32103,6,0.023300,1,0,14654,0,42.918140,64,0,628922.425671,0.000000,0.023300,0.023300,0.000000,0.000000,1,1,2,153,8,77070,0,ninguno,0,,0.000000,12.600300,0,0.978267,benigno,0,0,0,0
1789527067.360629,192.168.18.22,192.168.18.6,5900,32103,6,0.023361,1,0,14654,0,42.806883,64,0,627292.061971,0.000000,0.023361,0.023361,0.000000,0.000000,1,1,2,153,9,91724,0,ninguno,0,,0.000000,10.971300,0,0.978267,benigno,0,0,0,0
1789527067.373132,192.168.18.22,192.168.18.6,5900,32103,6,0.023424,1,0,14654,0,42.690986,64,0,625593.709958,0.000000,0.023424,0.023424,0.000000,0.000000,1,1,2,153,10,106378,0,ninguno,0,,0.000000,12.059600,0,0.978267,benigno,0,0,0,0
1789527067.386672,192.168.18.22,192.168.18.6,5900,32103,6,0.023464,1,0,9084,0,42.618977,64,0,387150.786839,0.000000,0.023464,0.023464,0.000000,0.000000,1,1,2,153,11,115462,0,ninguno,0,,0.000000,13.102300,0,0.977708,benigno,0,0,0,0
1789527067.399404,192.168.18.22,192.168.18.6,5900,32103,6,0.023517,1,0,13194,0,42.521761,64,0,561032.116871,0.000000,0.023517,0.023517,0.000000,0.000000,1,1,2,153,12,128656,0,ninguno,0,,0.000000,12.303100,0,0.977708,benigno,0,0,0,0
1789527067.411474,192.168.18.6,192.168.18.22,32103,5900,6,0.024320,1,0,60,0,41.119015,128,0,2467.140896,0.000000,0.024320,0.024320,0.000000,0.000000,1,1,3,213,12,128656,0,ninguno,0,,0.000000,11.527700,0,0.998299,benigno,0,0,0,0
1789527067.423736,192.168.18.22,192.168.18.6,5900,32103,6,0.024337,1,0,8816,0,41.090414,64,0,362253.089042,0.000000,0.024337,0.024337,0.000000,0.000000,1,1,3,213,13,137472,0,ninguno,0,,0.000000,11.725100,0,0.973226,benigno,0,0,0,0
1789527067.437378,192.168.18.6,192.168.18.22,32103,5900,6,0.024338,1,0,60,0,41.087596,128,0,2465.255775,0.000000,0.024338,0.024338,0.000000,0.000000,1,1,4,273,13,137472,0,ninguno,0,,0.000000,13.179800,0,0.998896,benigno,0,0,0,0
1789527067.450095,192.168.18.6,192.168.18.22,32103,5900,6,0.024346,1,0,60,0,41.074720,128,0,2464.483225,0.000000,0.024346,0.024346,0.000000,0.000000,1,1,5,333,13,137472,0,ninguno,0,,0.000000,12.284200,0,0.998547,benigno,0,0,0,0
1789527067.469408,192.168.18.6,192.168.18.22,32103,5900,6,0.024349,1,0,60,0,41.069894,128,0,2464.193643,0.000000,0.024349,0.024349,0.000000,0.000000,1,1,6,393,13,137472,0,ninguno,0,,0.000000,18.879800,0,0.998054,benigno,0,0,0,0
1789527067.483302,192.168.18.6,192.168.18.22,32103,5900,6,0.024350,1,0,60,0,41.067481,128,0,2464.048878,0.000000,0.024350,0.024350,0.000000,0.000000,1,1,7,453,13,137472,0,ninguno,0,,0.000000,13.488700,0,0.998117,benigno,0,0,0,0
1789527067.496102,192.168.18.6,192.168.18.22,32103,5900,6,0.025173,1,0,60,0,39.725183,128,0,2383.510982,0.000000,0.025173,0.025173,0.000000,0.000000,1,1,8,513,13,137472,0,ninguno,0,,0.000000,12.368800,0,0.998514,benigno,0,0,0,0
1789527067.509479,192.168.18.6,192.168.18.22,32103,5900,6,0.025175,1,0,60,0,39.721797,128,0,2383.307826,0.000000,0.025175,0.025175,0.000000,0.000000,1,1,9,573,13,137472,0,ninguno,0,,0.000000,12.880900,0,0.998184,benigno,0,0,0,0
1789527067.522029,192.168.18.6,192.168.18.22,32103,5900,6,0.025563,1,0,60,0,39.119402,128,0,2347.164096,0.000000,0.025563,0.025563,0.000000,0.000000,1,1,10,633,13,137472,0,ninguno,0,,0.000000,12.138300,0,0.998276,benigno,0,0,0,0
1789527067.534567,192.168.18.6,192.168.18.22,32103,5900,6,0.025565,1,0,60,0,39.116118,128,0,2346.967089,0.000000,0.025565,0.025565,0.000000,0.000000,1,1,11,693,13,137472,0,ninguno,0,,0.000000,12.081900,0,0.998276,benigno,0,0,0,0
1789527067.548993,192.168.18.6,192.168.18.22,32103,5900,6,0.026052,1,0,60,0,38.385474,128,0,2303.128455,0.000000,0.026052,0.026052,0.000000,0.000000,1,1,12,753,13,137472,0,ninguno,0,,0.000000,13.995300,0,0.998952,benigno,0,0,0,0
1789527067.580043,192.168.18.6,192.168.18.22,32103,5900,6,0.028842,1,0,60,0,34.671979,128,0,2080.318754,0.000000,0.028842,0.028842,0.000000,0.000000,1,1,13,813,13,137472,0,ninguno,0,,0.000000,12.325400,0,0.998952,benigno,0,0,0,0
1789527067.593946,192.168.18.6,192.168.18.22,32103,5900,6,0.028845,1,0,60,0,34.668254,128,0,2080.095219,0.000000,0.028845,0.028845,0.000000,0.000000,1,1,14,873,13,137472,0,ninguno,0,,0.000000,13.481800,0,0.998952,benigno,0,0,0,0
1789527067.607266,192.168.18.6,192.168.18.22,32103,5900,6,0.028847,1,0,60,0,34.666248,128,0,2079.974874,0.000000,0.028847,0.028847,0.000000,0.000000,1,1,15,933,13,137472,0,ninguno,0,,0.000000,12.876400,0,0.998919,benigno,0,0,0,0
1789527067.620113,192.168.18.6,192.168.18.22,32103,5900,6,0.028848,1,0,60,0,34.664242,128,0,2079.854543,0.000000,0.028848,0.028848,0.000000,0.000000,1,1,16,993,13,137472,0,ninguno,0,,0.000000,12.415300,0,0.998919,benigno,0,0,0,0
1789527067.632204,192.168.18.6,192.168.18.22,32103,5900,6,0.028850,1,0,60,0,34.662524,128,0,2079.751413,0.000000,0.028850,0.028850,0.000000,0.000000,1,1,17,1053,13,137472,0,ninguno,0,,0.000000,11.666700,0,0.998919,benigno,0,0,0,0
1789527067.645530,192.168.18.6,192.168.18.22,32103,5900,6,0.028851,1,0,60,0,34.660518,128,0,2079.631108,0.000000,0.028851,0.028851,0.000000,0.000000,1,1,18,1113,13,137472,0,ninguno,0,,0.000000,12.883100,0,0.998884,benigno,0,0,0,0
1789527067.658739,192.168.18.6,192.168.18.22,32103,5900,6,0.030413,1,0,60,0,32.880255,128,0,1972.815315,0.000000,0.030413,0.030413,0.000000,0.000000,1,1,19,1173,13,137472,0,ninguno,0,,0.000000,12.778800,0,0.998760,benigno,0,0,0,0
1789527067.671868,192.168.18.6,192.168.18.22,32103,5900,6,0.031489,1,0,93,0,31.757227,128,0,2953.422112,0.000000,0.031489,0.031489,0.000000,0.000000,1,1,20,1266,13,137472,0,ninguno,0,,0.000000,12.680600,0,0.998760,benigno,0,0,0,0
1789527067.685438,192.168.18.6,192.168.18.22,32103,5900,6,0.058752,1,0,88,0,17.020680,128,0,1497.819823,0.000000,0.058752,0.058752,0.000000,0.000000,1,1,21,1354,13,137472,0,ninguno,0,,0.000000,13.025900,0,0.998697,benigno,0,0,0,0
1789527067.698854,192.168.18.22,192.168.18.6,5900,32103,6,0.060462,1,0,54,0,16.539184,64,0,893.115939,0.000000,0.060462,0.060462,0.000000,0.000000,1,1,21,1354,14,137526,0,ninguno,0,,0.000000,12.900400,0,0.993203,benigno,0,0,0,0
1789527067.710998,192.168.18.22,192.168.18.6,5900,32103,6,0.062851,1,0,80,0,15.910537,64,0,1272.842977,0.000000,0.062851,0.062851,0.000000,0.000000,1,1,21,1354,15,137606,0,ninguno,0,,0.000000,11.697000,0,0.993236,benigno,0,0,0,0
1789527067.724252,192.168.18.22,192.168.18.6,5900,32103,6,0.062917,1,0,14654,0,15.894017,64,0,232910.928774,0.000000,0.062917,0.062917,0.000000,0.000000,1,1,21,1354,16,152260,0,ninguno,0,,0.000000,12.792000,0,0.993418,benigno,0,0,0,0
1789527067.743878,192.168.18.22,192.168.18.6,5900,32103,6,0.062933,1,0,1860,0,15.889802,64,0,29555.032315,0.000000,0.062933,0.062933,0.000000,0.000000,1,1,21,1354,17,154120,0,ninguno,0,,0.000000,19.200800,0,0.993418,benigno,0,0,0,0
1789527067.755432,192.168.18.22,192.168.18.6,5900,32103,6,0.062996,1,0,14654,0,15.874106,64,0,232619.154336,0.000000,0.062996,0.062996,0.000000,0.000000,1,1,21,1354,18,168774,0,ninguno,0,,0.000000,11.116000,0,0.993418,benigno,0,0,0,0
1789527067.773454,192.168.18.22,192.168.18.6,5900,32103,6,0.063014,1,0,1860,0,15.869482,64,0,29517.235868,0.000000,0.063014,0.063014,0.000000,0.000000,1,1,21,1354,19,170634,0,ninguno,0,,0.000000,17.034300,0,0.993418,benigno,0,0,0,0
1789527067.787794,192.168.18.22,192.168.18.6,5900,32103,6,0.063076,1,0,14654,0,15.853826,64,0,232321.962859,0.000000,0.063076,0.063076,0.000000,0.000000,1,1,21,1354,20,185288,0,ninguno,0,,0.000000,13.932300,0,0.993418,benigno,0,0,0,0
1789527067.801438,192.168.18.22,192.168.18.6,5900,32103,6,0.063130,1,0,14654,0,15.840354,64,0,232124.548941,0.000000,0.063130,0.063130,0.000000,0.000000,1,1,21,1354,21,199942,0,ninguno,0,,0.000000,12.941000,0,0.993474,benigno,0,0,0,0
1789527067.814034,192.168.18.22,192.168.18.6,5900,32103,6,0.063185,1,0,14654,0,15.826607,64,0,231923.094515,0.000000,0.063185,0.063185,0.000000,0.000000,1,1,21,1354,22,214596,0,ninguno,0,,0.000000,12.188600,0,0.993474,benigno,0,0,0,0
1789527067.837442,192.168.18.22,192.168.18.6,5900,32103,6,0.063236,1,0,14654,0,15.813897,64,0,231736.841808,0.000000,0.063236,0.063236,0.000000,0.000000,1,1,21,1354,23,229250,0,ninguno,0,,0.000000,22.976000,0,0.993474,benigno,0,0,0,0
