marca_tiempo_unix,ip_origen,ip_destino,puerto_origen,puerto_destino,protocolo,duracion,paquetes_origen,paquetes_destino,bytes_origen,bytes_destino,tasa_transferencia,ttl_origen,ttl_destino,carga_origen,carga_destino,intervalo_origen,intervalo_destino,fluctuacion_origen,fluctuacion_destino,conteo_servicio_origen,conteo_destino_reciente,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,missed_bytes,clasificador,es_amenaza,etiqueta,confianza,tiempo_respuesta_ms
1788403215.859790,192.168.18.22,192.168.18.9,5900,28884,6,0.001000,1,0,80,0,1000.000000,64,0,80000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,80,0,0,0,ninguno,0,,0.000000,0.957100
1788403215.864450,192.168.18.22,192.168.18.9,5900,28884,6,0.001000,1,0,14654,0,1000.000000,64,0,14654000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,2,14734,0,0,0,ninguno,0,,0.000000,0.913700
1788403215.865265,192.168.18.22,192.168.18.9,5900,28884,6,0.001000,1,0,1860,0,1000.000000,64,0,1860000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,3,16594,0,0,0,ninguno,0,,0.000000,0.395000
1788403215.865948,192.168.18.22,192.168.18.9,5900,28884,6,0.001000,1,0,14654,0,1000.000000,64,0,14654000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,4,31248,0,0,0,ninguno,0,,0.000000,0.360600
1788403215.866646,192.168.18.22,192.168.18.9,5900,28884,6,0.001000,1,0,1860,0,1000.000000,64,0,1860000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,5,33108,0,0,0,ninguno,0,,0.000000,0.386200
1788403215.867315,192.168.18.22,192.168.18.9,5900,28884,6,0.001000,1,0,14654,0,1000.000000,64,0,14654000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,6,47762,0,0,0,ninguno,0,,0.000000,0.358800
1788403215.867977,192.168.18.22,192.168.18.9,5900,28884,6,0.001000,1,0,14654,0,1000.000000,64,0,14654000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,7,62416,0,0,0,ninguno,0,,0.000000,0.349400
1788403215.868628,192.168.18.22,192.168.18.9,5900,28884,6,0.001000,1,0,14654,0,1000.000000,64,0,14654000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,8,77070,0,0,0,ninguno,0,,0.000000,0.342100
1788403215.869311,192.168.18.22,192.168.18.9,5900,28884,6,0.001000,1,0,14654,0,1000.000000,64,0,14654000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,9,91724,0,0,0,ninguno,0,,0.000000,0.375300
1788403215.869987,192.168.18.22,192.168.18.9,5900,28884,6,0.001000,1,0,14654,0,1000.000000,64,0,14654000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,10,106378,0,0,0,ninguno,0,,0.000000,0.368500
1788403215.870634,192.168.18.22,192.168.18.9,5900,28884,6,0.001000,1,0,9084,0,1000.000000,64,0,9084000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,11,115462,0,0,0,ninguno,0,,0.000000,0.338100
1788403215.871425,192.168.18.9,192.168.18.22,28884,5900,6,0.001000,1,0,60,0,1000.000000,128,0,60000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,11,115462,1,60,0,ninguno,0,,0.000000,0.481900
1788403215.872083,192.168.18.22,192.168.18.9,5900,28884,6,0.001000,1,0,11288,0,1000.000000,64,0,11288000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,12,126750,1,60,0,ninguno,0,,0.000000,0.344400
