probabilidad,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,duracion,pps_flujo
0.972336,4639,2570006,0,0,1.768445,2623.208503
0.972336,4649,2575546,0,0,1.768857,2628.251604
0.972336,4659,2581086,0,0,1.769896,2632.358723
0.972336,4669,2586626,0,0,1.770547,2637.038288
0.972336,4679,2592166,0,0,1.772966,2639.080993
0.972336,4689,2597706,0,0,1.774511,2642.418671
0.972336,4699,2603246,0,0,1.775232,2646.978569
0.972336,4709,2608786,0,0,1.775484,2652.235131
0.972336,4719,2614326,0,0,1.77591,2657.229757
0.972336,4729,2619866,0,0,1.776501,2661.974029
0.972336,4739,2625406,0,0,1.777484,2666.128167
0.972336,4749,2630946,0,0,1.778055,2670.896436
0.972336,4759,2636486,0,0,1.778974,2675.137741
0.972336,4769,2642026,0,0,1.779645,2679.747619
0.972336,4779,2647566,0,0,1.780306,2684.369479
0.972336,4789,2653106,0,0,1.781262,2688.543051
0.972336,4799,2658646,0,0,1.781631,2693.598942
0.972336,4809,2664186,0,0,1.78234,2698.138688
0.972336,4819,2669726,0,0,1.784756,2700.089059
0.972336,4829,2675266,0,0,1.7856,2704.413163
0.972336,4839,2680806,0,0,1.887303,2563.976383
0.972336,4849,2686346,0,0,1.887312,2569.261967
0.972336,4859,2691886,0,0,1.887321,2574.548148
0.972336,4869,2697426,0,0,1.887751,2579.259519
0.972336,4879,2702966,0,0,1.888229,2583.903166
0.972336,4889,2708506,0,0,1.889184,2587.890454
0.972336,4899,2714046,0,0,1.889561,2592.665462
0.972336,4909,2719586,0,0,1.890221,2597.050658
0.972336,4919,2725126,0,0,1.890891,2601.418688
0.972336,4929,2730666,0,0,1.891556,2605.791506
0.972336,4939,2736206,0,0,1.892737,2609.448109
0.972336,4949,2741746,0,0,1.893111,2614.214792
0.972336,4959,2747286,0,0,1.895439,2616.280904
0.972336,4969,2752826,0,0,1.895916,2620.897386
0.972336,4979,2758366,0,0,1.897809,2623.551975
0.972336,4989,2763906,0,0,1.898807,2627.439821
0.972336,4999,2769446,0,0,1.899132,2632.255799
0.972336,5009,2774986,0,0,1.899899,2636.45593
0.972336,5019,2780526,0,0,1.900514,2640.865012
0.972336,5029,2786066,0,0,1.901425,2644.858953
0.972336,5039,2791606,0,0,1.997814,2522.257203
0.972336,5049,2797146,0,0,1.997823,2527.250611
0.972336,5059,2802686,0,0,1.99827,2531.690472
0.972336,5069,2808226,0,0,1.998323,2536.62731
0.972336,5079,2813766,0,0,1.999785,2539.772791
0.972336,5089,2819306,0,0,2.001038,2543.179692
0.972336,5099,2824846,0,0,2.001688,2547.350032
