probabilidad,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,duracion,pps_flujo
0.715148,4400,2437600,0,0,1.748237,2516.820697
0.715148,4410,2443140,0,0,1.748902,2521.582338
0.715148,4420,2448680,0,0,1.749564,2526.343115
0.715148,4430,2454220,0,0,1.750439,2530.793462
0.715148,4440,2459760,0,0,1.751518,2534.943268
0.715148,4450,2465300,0,0,1.751777,2540.277077
0.715148,4460,2470840,0,0,1.752442,2545.019512
0.715148,4470,2476380,0,0,1.753304,2549.472304
0.715148,4480,2481920,0,0,1.753814,2554.432128
0.715148,4490,2487460,0,0,1.754857,2558.613641
0.715148,4500,2493000,0,0,1.755385,2563.53961
0.715148,4510,2498540,0,0,1.756046,2568.26942
0.715148,4520,2504080,0,0,1.756732,2572.959006
0.715148,4530,2509620,0,0,1.758797,2575.623887
0.715148,4540,2515160,0,0,1.760152,2579.323245
0.715148,4550,2520700,0,0,1.760436,2584.587615
0.715148,4560,2526240,0,0,1.761127,2589.251796
0.715148,4570,2531780,0,0,1.761812,2593.920743
0.715148,4580,2537320,0,0,1.762665,2598.338262
0.715148,4590,2542860,0,0,1.873449,2450.027172
0.715148,4600,2548400,0,0,1.873461,2455.348048
0.715148,4610,2553940,0,0,1.873474,2460.669478
0.715148,4620,2559480,0,0,1.874089,2465.197127
0.715148,4630,2565020,0,0,1.874588,2469.876345
0.715148,4640,2570560,0,0,1.875487,2474.023648
0.715148,4650,2576100,0,0,1.875825,2478.908745
0.715148,4660,2581640,0,0,1.876534,2483.301997
0.715148,4670,2587180,0,0,1.879344,2484.910276
0.715148,4680,2592720,0,0,1.880005,2489.354921
0.715148,4690,2598260,0,0,1.881007,2493.344746
0.715148,4700,2603800,0,0,1.881379,2498.167715
0.715148,4710,2609340,0,0,1.882035,2502.610184
0.715148,4720,2614880,0,0,1.882706,2507.03019
0.715148,4730,2620420,0,0,1.883367,2511.45913
0.715148,4740,2625960,0,0,1.884567,2515.16722
0.715148,4750,2631500,0,0,1.884905,2520.021088
0.715148,4760,2637040,0,0,1.885783,2524.150503
0.715148,4770,2642580,0,0,1.886387,2528.643553
0.715148,4780,2648120,0,0,1.886939,2533.203501
0.715148,4790,2653660,0,0,1.887928,2537.173336
0.715148,4800,2659200,0,0,1.894047,2534.255665
0.715148,4810,2664740,0,0,1.894713,2538.642837
0.715148,4820,2670280,0,0,1.895425,2542.965829
0.715148,4830,2675820,0,0,1.896037,2547.419146
0.715148,4840,2681360,0,0,1.897031,2551.355157
0.715148,4850,2686900,0,0,1.89741,2556.115439
0.715148,4860,2692440,0,0,1.898356,2560.109315
0.715148,4870,2697980,0,0,1.899073,2564.409211
0.715148,4880,2703520,0,0,1.899686,2568.845778
0.715148,4890,2709060,0,0,1.988325,2459.356641
0.715148,4900,2714600,0,0,1.988338,2464.369748
0.715148,4910,2720140,0,0,1.988351,2469.382492
0.715148,4920,2725680,0,0,1.990974,2471.152669
0.715148,4930,2731220,0,0,1.99373,2472.752585
0.715148,4940,2736760,0,0,1.997045,2473.65448
0.715148,4950,2742300,0,0,1.997058,2478.645602
0.715148,4960,2747840,0,0,2.000435,2479.460872
0.715148,4970,2753380,0,0,2.001181,2483.533318
0.715148,4980,2758920,0,0,2.001195,2488.513467
0.715148,4990,2764460,0,0,2.001838,2492.708942
0.715148,5000,2770000,0,0,2.008745,2489.116099
0.715148,5010,2775540,0,0,2.008792,2494.036312
0.715148,5020,2781080,0,0,2.009567,2498.05114
0.715148,5030,2786620,0,0,2.009589,2502.999423
0.715148,5040,2792160,0,0,2.010235,2507.170066
0.715148,5050,2797700,0,0,2.014482,2506.848481
