marca_tiempo_unix,ip_origen,ip_destino,puerto_origen,puerto_destino,protocolo,duracion,paquetes_origen,paquetes_destino,bytes_origen,bytes_destino,tasa_transferencia,ttl_origen,ttl_destino,carga_origen,carga_destino,intervalo_origen,intervalo_destino,fluctuacion_origen,fluctuacion_destino,conteo_servicio_origen,conteo_destino_reciente,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,missed_bytes,clasificador,es_amenaza,etiqueta,confianza,tiempo_respuesta_ms,veredicto_ia_es_amenaza,veredicto_ia_confianza
1788741354.831165,192.168.18.8,192.168.18.22,40328,5900,6,0.001000,1,0,60,0,1000.000000,128,0,60000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,60,0,0,0,ninguno,0,,0.000000,1.272700,0,0.000000
1788741354.836879,192.168.18.22,192.168.18.8,5900,40328,6,0.001000,1,0,14654,0,1000.000000,64,0,14654000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,60,1,14654,0,ninguno,0,,0.000000,1.118900,0,0.000000
1788741354.838108,192.168.18.8,192.168.18.22,40328,5900,6,0.001000,1,0,60,0,1000.000000,128,0,60000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,2,120,1,14654,0,ninguno,0,,0.000000,0.878100,0,0.000000
1788741354.838773,192.168.18.22,192.168.18.8,5900,40328,6,0.001000,1,0,1084,0,1000.000000,64,0,1084000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,2,120,2,15738,0,ninguno,0,,0.000000,0.449200,0,0.000000
1788741354.839514,192.168.18.8,192.168.18.22,40328,5900,6,0.001000,1,0,60,0,1000.000000,128,0,60000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,3,180,2,15738,0,ninguno,0,,0.000000,0.544200,0,0.000000
1788741354.839975,192.168.18.8,192.168.18.22,40328,5900,6,0.001462,1,0,60,0,684.114174,128,0,41046.850432,0.000000,0.001462,0.001462,0.000000,0.000000,1,1,4,240,2,15738,0,ninguno,0,,0.000000,0.227900,0,0.000000
1788741354.840183,192.168.18.8,192.168.18.22,40328,5900,6,0.001463,1,0,60,0,683.333985,128,0,41000.039101,0.000000,0.001463,0.001463,0.000000,0.000000,1,1,5,300,2,15738,0,ninguno,0,,0.000000,0.124300,0,0.000000
1788741354.840361,192.168.18.8,192.168.18.22,40328,5900,6,0.002194,1,0,60,0,455.803521,128,0,27348.211258,0.000000,0.002194,0.002194,0.000000,0.000000,1,1,6,360,2,15738,0,ninguno,0,,0.000000,0.125700,0,0.000000
1788741354.840768,192.168.18.8,192.168.18.22,40328,5900,6,0.004333,1,0,60,0,230.773260,128,0,13846.395598,0.000000,0.004333,0.004333,0.000000,0.000000,1,1,7,420,2,15738,0,ninguno,0,,0.000000,0.353800,0,0.000000
1788741354.841718,192.168.18.8,192.168.18.22,40328,5900,6,0.006320,1,0,93,0,158.227856,128,0,14715.190584,0.000000,0.006320,0.006320,0.000000,0.000000,1,1,8,513,2,15738,0,ninguno,0,,0.000000,0.631900,0,0.000000
1788741354.842808,192.168.18.22,192.168.18.8,5900,40328,6,0.033492,1,0,80,0,29.857585,64,0,2388.606818,0.000000,0.033492,0.033492,0.000000,0.000000,1,1,8,513,3,15818,0,ninguno,0,,0.000000,0.694600,0,0.000000
1788741354.843781,192.168.18.22,192.168.18.8,5900,40328,6,0.033573,1,0,14654,0,29.785495,64,0,436476.638588,0.000000,0.033573,0.033573,0.000000,0.000000,1,1,8,513,4,30472,0,ninguno,0,,0.000000,0.634800,0,0.000000
1788741354.844704,192.168.18.22,192.168.18.8,5900,40328,6,0.033589,1,0,1860,0,29.771964,64,0,55375.852244,0.000000,0.033589,0.033589,0.000000,0.000000,1,1,8,513,5,32332,0,ninguno,0,,0.000000,0.587300,0,0.000000
1788741354.845682,192.168.18.22,192.168.18.8,5900,40328,6,0.033662,1,0,14654,0,29.706806,64,0,435323.541441,0.000000,0.033662,0.033662,0.000000,0.000000,1,1,8,513,6,46986,0,ninguno,0,,0.000000,0.649800,0,0.000000
1788741354.846662,192.168.18.22,192.168.18.8,5900,40328,6,0.033682,1,0,1860,0,29.689353,64,0,55222.197023,0.000000,0.033682,0.033682,0.000000,0.000000,1,1,8,513,7,48846,0,ninguno,0,,0.000000,0.596900,0,0.000000
1788741354.847681,192.168.18.22,192.168.18.8,5900,40328,6,0.033757,1,0,14654,0,29.623511,64,0,434102.924817,0.000000,0.033757,0.033757,0.000000,0.000000,1,1,8,513,8,63500,0,ninguno,0,,0.000000,0.676500,0,0.000000
1788741354.848614,192.168.18.22,192.168.18.8,5900,40328,6,0.033822,1,0,14654,0,29.566711,64,0,433270.577235,0.000000,0.033822,0.033822,0.000000,0.000000,1,1,8,513,9,78154,0,ninguno,0,,0.000000,0.590200,0,0.000000
1788741354.849706,192.168.18.22,192.168.18.8,5900,40328,6,0.033886,1,0,14654,0,29.510959,64,0,432453.585990,0.000000,0.033886,0.033886,0.000000,0.000000,1,1,8,513,10,92808,0,ninguno,0,,0.000000,0.659800,0,0.000000
1788741354.850697,192.168.18.22,192.168.18.8,5900,40328,6,0.034017,1,0,14654,0,29.396992,64,0,430783.518244,0.000000,0.034017,0.034017,0.000000,0.000000,1,1,8,513,11,107462,0,ninguno,0,,0.000000,0.630900,0,0.000000
1788741354.851923,192.168.18.22,192.168.18.8,5900,40328,6,0.034056,1,0,11734,0,29.363446,64,0,344550.676178,0.000000,0.034056,0.034056,0.000000,0.000000,1,1,8,513,12,119196,0,ninguno,0,,0.000000,0.886600,0,0.000000
1788741354.853382,192.168.18.8,192.168.18.22,40328,5900,6,0.035179,1,0,60,0,28.425938,128,0,1705.556278,0.000000,0.035179,0.035179,0.000000,0.000000,1,1,9,573,12,119196,0,ninguno,0,,0.000000,1.001000,0,0.000000
1788741354.854092,192.168.18.22,192.168.18.8,5900,40328,6,0.035199,1,0,8009,0,28.410149,64,0,227536.886733,0.000000,0.035199,0.035199,0.000000,0.000000,1,1,9,573,13,127205,0,ninguno,0,,0.000000,0.556500,0,0.000000
1788741354.854757,192.168.18.8,192.168.18.22,40328,5900,6,0.035200,1,0,60,0,28.408802,128,0,1704.528146,0.000000,0.035200,0.035200,0.000000,0.000000,1,1,10,633,13,127205,0,ninguno,0,,0.000000,0.515100,0,0.000000
1788741354.855738,192.168.18.8,192.168.18.22,40328,5900,6,0.035204,1,0,60,0,28.406109,128,0,1704.366530,0.000000,0.035204,0.035204,0.000000,0.000000,1,1,11,693,13,127205,0,ninguno,0,,0.000000,0.645600,0,0.000000
1788741354.857086,192.168.18.8,192.168.18.22,40328,5900,6,0.036095,1,0,60,0,27.704742,128,0,1662.284518,0.000000,0.036095,0.036095,0.000000,0.000000,1,1,12,753,13,127205,0,ninguno,0,,0.000000,1.010800,0,0.000000
1788741354.877100,192.168.18.8,192.168.18.22,40328,5900,6,0.039310,1,0,60,0,25.438834,128,0,1526.330014,0.000000,0.039310,0.039310,0.000000,0.000000,1,1,13,813,13,127205,0,ninguno,0,,0.000000,0.915800,0,0.000000
1788741354.878165,192.168.18.8,192.168.18.22,40328,5900,6,0.039313,1,0,60,0,25.436674,128,0,1526.200422,0.000000,0.039313,0.039313,0.000000,0.000000,1,1,14,873,13,127205,0,ninguno,0,,0.000000,0.637600,0,0.000000
1788741354.879289,192.168.18.8,192.168.18.22,40328,5900,6,0.039315,1,0,60,0,25.435594,128,0,1526.135635,0.000000,0.039315,0.039315,0.000000,0.000000,1,1,15,933,13,127205,0,ninguno,0,,0.000000,0.668000,0,0.000000
1788741354.880255,192.168.18.8,192.168.18.22,40328,5900,6,0.039317,1,0,60,0,25.434514,128,0,1526.070852,0.000000,0.039317,0.039317,0.000000,0.000000,1,1,16,993,13,127205,0,ninguno,0,,0.000000,0.613500,0,0.000000
1788741354.881247,192.168.18.8,192.168.18.22,40328,5900,6,0.039318,1,0,60,0,25.433435,128,0,1526.006076,0.000000,0.039318,0.039318,0.000000,0.000000,1,1,17,1053,13,127205,0,ninguno,0,,0.000000,0.619500,0,0.000000
1788741354.882233,192.168.18.8,192.168.18.22,40328,5900,6,0.052886,1,0,60,0,18.908422,128,0,1134.505324,0.000000,0.052886,0.052886,0.000000,0.000000,1,1,18,1113,13,127205,0,ninguno,0,,0.000000,0.644800,0,0.000000
1788741354.883225,192.168.18.8,192.168.18.22,40328,5900,6,0.055444,1,0,105,0,18.036061,128,0,1893.786395,0.000000,0.055444,0.055444,0.000000,0.000000,1,1,19,1218,13,127205,0,ninguno,0,,0.000000,0.623300,0,0.000000
1788741354.884263,192.168.18.22,192.168.18.8,5900,40328,6,0.071159,1,0,80,0,14.053059,64,0,1124.244694,0.000000,0.071159,0.071159,0.000000,0.000000,1,1,19,1218,14,127285,0,ninguno,0,,0.000000,0.696600,0,0.000000
1788741354.886482,192.168.18.22,192.168.18.8,5900,40328,6,0.071232,1,0,14654,0,14.038571,64,0,205721.226415,0.000000,0.071232,0.071232,0.000000,0.000000,1,1,19,1218,15,141939,0,ninguno,0,,0.000000,0.295400,0,0.000000
1788741354.887388,192.168.18.22,192.168.18.8,5900,40328,6,0.071251,1,0,1860,0,14.034954,64,0,26105.015075,0.000000,0.071251,0.071251,0.000000,0.000000,1,1,19,1218,16,143799,0,ninguno,0,,0.000000,0.640600,0,0.000000
1788741354.888354,192.168.18.22,192.168.18.8,5900,40328,6,0.071314,1,0,14654,0,14.022426,64,0,205484.634006,0.000000,0.071314,0.071314,0.000000,0.000000,1,1,19,1218,17,158453,0,ninguno,0,,0.000000,0.610400,0,0.000000
1788741354.889481,192.168.18.22,192.168.18.8,5900,40328,6,0.071331,1,0,1860,0,14.019192,64,0,26075.697617,0.000000,0.071331,0.071331,0.000000,0.000000,1,1,19,1218,18,160313,0,ninguno,0,,0.000000,0.692700,0,0.000000
1788741354.890806,192.168.18.22,192.168.18.8,5900,40328,6,0.071395,1,0,14654,0,14.006645,64,0,205253.383078,0.000000,0.071395,0.071395,0.000000,0.000000,1,1,19,1218,19,174967,0,ninguno,0,,0.000000,0.660300,0,0.000000
1788741354.891833,192.168.18.22,192.168.18.8,5900,40328,6,0.071462,1,0,14654,0,13.993374,64,0,205058.904753,0.000000,0.071462,0.071462,0.000000,0.000000,1,1,19,1218,20,189621,0,ninguno,0,,0.000000,0.671900,0,0.000000
1788741354.892848,192.168.18.22,192.168.18.8,5900,40328,6,0.071522,1,0,14654,0,13.981806,64,0,204889.379785,0.000000,0.071522,0.071522,0.000000,0.000000,1,1,19,1218,21,204275,0,ninguno,0,,0.000000,0.652100,0,0.000000
1788741354.893885,192.168.18.22,192.168.18.8,5900,40328,6,0.071570,1,0,14654,0,13.972257,64,0,204749.459725,0.000000,0.071570,0.071570,0.000000,0.000000,1,1,19,1218,22,218929,0,ninguno,0,,0.000000,0.684100,0,0.000000
1788741354.894876,192.168.18.22,192.168.18.8,5900,40328,6,0.071736,1,0,5468,0,13.939937,64,0,76223.575438,0.000000,0.071736,0.071736,0.000000,0.000000,1,1,19,1218,23,224397,0,ninguno,0,,0.000000,0.631700,0,0.000000
1788741354.895936,192.168.18.8,192.168.18.22,40328,5900,6,0.072643,1,0,60,0,13.766034,128,0,825.962026,0.000000,0.072643,0.072643,0.000000,0.000000,1,1,20,1278,23,224397,0,ninguno,0,,0.000000,0.716800,0,0.000000
1788741354.896927,192.168.18.8,192.168.18.22,40328,5900,6,0.072654,1,0,60,0,13.763820,128,0,825.829215,0.000000,0.072654,0.072654,0.000000,0.000000,1,1,21,1338,23,224397,0,ninguno,0,,0.000000,0.646500,0,0.000000
1788741354.897927,192.168.18.8,192.168.18.22,40328,5900,6,0.072655,1,0,60,0,13.763594,128,0,825.815665,0.000000,0.072655,0.072655,0.000000,0.000000,1,1,22,1398,23,224397,0,ninguno,0,,0.000000,0.655500,0,0.000000
1788741354.898910,192.168.18.8,192.168.18.22,40328,5900,6,0.072657,1,0,60,0,13.763278,128,0,825.796696,0.000000,0.072657,0.072657,0.000000,0.000000,1,1,23,1458,23,224397,0,ninguno,0,,0.000000,0.639000,0,0.000000
1788741354.899973,192.168.18.8,192.168.18.22,40328,5900,6,0.073170,1,0,60,0,13.666769,128,0,820.006126,0.000000,0.073170,0.073170,0.000000,0.000000,1,1,24,1518,23,224397,0,ninguno,0,,0.000000,0.714400,0,0.000000
1788741354.901451,192.168.18.8,192.168.18.22,40328,5900,6,0.073172,1,0,60,0,13.666502,128,0,819.990095,0.000000,0.073172,0.073172,0.000000,0.000000,1,1,25,1578,23,224397,0,ninguno,0,,0.000000,0.817600,0,0.000000
1788741354.902484,192.168.18.8,192.168.18.22,40328,5900,6,0.073173,1,0,60,0,13.666279,128,0,819.976736,0.000000,0.073173,0.073173,0.000000,0.000000,1,1,26,1638,23,224397,0,ninguno,0,,0.000000,0.666900,0,0.000000
