marca_tiempo_unix,ip_origen,ip_destino,puerto_origen,puerto_destino,protocolo,duracion,paquetes_origen,paquetes_destino,bytes_origen,bytes_destino,tasa_transferencia,ttl_origen,ttl_destino,carga_origen,carga_destino,intervalo_origen,intervalo_destino,fluctuacion_origen,fluctuacion_destino,conteo_servicio_origen,conteo_destino_reciente,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,missed_bytes,clasificador,es_amenaza,etiqueta,confianza,tiempo_respuesta_ms,veredicto_ia_es_amenaza,veredicto_ia_confianza
1788742045.420194,192.168.18.8,192.168.18.22,40328,5900,6,0.001000,1,0,60,0,1000.000000,128,0,60000.000000,0.000000,0.001000,0.001000,0.000000,0.000000,1,1,1,60,0,0,0,ninguno,0,,0.000000,1.050900,0,0.000000
1788742045.427190,192.168.18.8,192.168.18.22,40328,5900,6,0.002731,1,0,93,0,366.218807,128,0,34058.349079,0.000000,0.002731,0.002731,0.000000,0.000000,1,1,2,153,0,0,0,ninguno,0,,0.000000,1.196700,0,0.000000
1788742045.429711,192.168.18.22,192.168.18.8,5900,40328,6,0.027957,1,0,80,0,35.768655,64,0,2861.492385,0.000000,0.027957,0.027957,0.000000,0.000000,1,1,2,153,1,80,0,ninguno,0,,0.000000,2.013600,0,0.000000
1788742045.430586,192.168.18.22,192.168.18.8,5900,40328,6,0.028040,1,0,14654,0,35.663121,64,0,522607.375422,0.000000,0.028040,0.028040,0.000000,0.000000,1,1,2,153,2,14734,0,ninguno,0,,0.000000,0.480900,0,0.000000
1788742045.431328,192.168.18.22,192.168.18.8,5900,40328,6,0.028058,1,0,1860,0,35.640090,64,0,66290.567532,0.000000,0.028058,0.028058,0.000000,0.000000,1,1,2,153,3,16594,0,ninguno,0,,0.000000,0.465900,0,0.000000
1788742045.431976,192.168.18.22,192.168.18.8,5900,40328,6,0.028131,1,0,14654,0,35.548263,64,0,520924.245616,0.000000,0.028131,0.028131,0.000000,0.000000,1,1,2,153,4,31248,0,ninguno,0,,0.000000,0.438300,0,0.000000
1788742045.432618,192.168.18.22,192.168.18.8,5900,40328,6,0.028151,1,0,1860,0,35.523274,64,0,66073.289518,0.000000,0.028151,0.028151,0.000000,0.000000,1,1,2,153,5,33108,0,ninguno,0,,0.000000,0.436900,0,0.000000
1788742045.433308,192.168.18.22,192.168.18.8,5900,40328,6,0.028225,1,0,14654,0,35.429353,64,0,519181.744444,0.000000,0.028225,0.028225,0.000000,0.000000,1,1,2,153,6,47762,0,ninguno,0,,0.000000,0.450800,0,0.000000
1788742045.433952,192.168.18.22,192.168.18.8,5900,40328,6,0.028289,1,0,14654,0,35.349925,64,0,518017.806980,0.000000,0.028289,0.028289,0.000000,0.000000,1,1,2,153,7,62416,0,ninguno,0,,0.000000,0.437900,0,0.000000
1788742045.434604,192.168.18.22,192.168.18.8,5900,40328,6,0.028354,1,0,14654,0,35.268480,64,0,516824.307892,0.000000,0.028354,0.028354,0.000000,0.000000,1,1,2,153,8,77070,0,ninguno,0,,0.000000,0.448200,0,0.000000
1788742045.435296,192.168.18.22,192.168.18.8,5900,40328,6,0.028519,1,0,14654,0,35.064447,64,0,513834.411630,0.000000,0.028519,0.028519,0.000000,0.000000,1,1,2,153,9,91724,0,ninguno,0,,0.000000,0.460400,0,0.000000
1788742045.435930,192.168.18.22,192.168.18.8,5900,40328,6,0.028556,1,0,13194,0,35.018485,64,0,462033.888624,0.000000,0.028556,0.028556,0.000000,0.000000,1,1,2,153,10,104918,0,ninguno,0,,0.000000,0.429800,0,0.000000
1788742045.436813,192.168.18.8,192.168.18.22,40328,5900,6,0.029512,1,0,60,0,33.884877,128,0,2033.092639,0.000000,0.029512,0.029512,0.000000,0.000000,1,1,3,213,10,104918,0,ninguno,0,,0.000000,0.679900,0,0.000000
1788742045.437485,192.168.18.22,192.168.18.8,5900,40328,6,0.029530,1,0,3094,0,33.864085,64,0,104775.479593,0.000000,0.029530,0.029530,0.000000,0.000000,1,1,3,213,11,108012,0,ninguno,0,,0.000000,0.454100,0,0.000000
1788742045.438162,192.168.18.8,192.168.18.22,40328,5900,6,0.029531,1,0,60,0,33.862171,128,0,2031.730285,0.000000,0.029531,0.029531,0.000000,0.000000,1,1,4,273,11,108012,0,ninguno,0,,0.000000,0.472900,0,0.000000
1788742045.438844,192.168.18.8,192.168.18.22,40328,5900,6,0.029534,1,0,60,0,33.858891,128,0,2031.533469,0.000000,0.029534,0.029534,0.000000,0.000000,1,1,5,333,11,108012,0,ninguno,0,,0.000000,0.476700,0,0.000000
1788742045.439532,192.168.18.8,192.168.18.22,40328,5900,6,0.029543,1,0,60,0,33.849327,128,0,2030.959640,0.000000,0.029543,0.029543,0.000000,0.000000,1,1,6,393,11,108012,0,ninguno,0,,0.000000,0.475700,0,0.000000
1788742045.440423,192.168.18.8,192.168.18.22,40328,5900,6,0.030317,1,0,60,0,32.984979,128,0,1979.098759,0.000000,0.030317,0.030317,0.000000,0.000000,1,1,7,453,11,108012,0,ninguno,0,,0.000000,0.579600,0,0.000000
1788742045.441571,192.168.18.8,192.168.18.22,40328,5900,6,0.030937,1,0,60,0,32.323302,128,0,1939.398124,0.000000,0.030937,0.030937,0.000000,0.000000,1,1,8,513,11,108012,0,ninguno,0,,0.000000,0.738700,0,0.000000
1788742045.442995,192.168.18.8,192.168.18.22,40328,5900,6,0.030939,1,0,60,0,32.321558,128,0,1939.293508,0.000000,0.030939,0.030939,0.000000,0.000000,1,1,9,573,11,108012,0,ninguno,0,,0.000000,0.610200,0,0.000000
1788742045.443822,192.168.18.8,192.168.18.22,40328,5900,6,0.030941,1,0,60,0,32.320064,128,0,1939.203847,0.000000,0.030941,0.030941,0.000000,0.000000,1,1,10,633,11,108012,0,ninguno,0,,0.000000,0.569100,0,0.000000
1788742045.444798,192.168.18.8,192.168.18.22,40328,5900,6,0.030942,1,0,60,0,32.318321,128,0,1939.099252,0.000000,0.030942,0.030942,0.000000,0.000000,1,1,11,693,11,108012,0,ninguno,0,,0.000000,0.679800,0,0.000000
1788742045.445781,192.168.18.8,192.168.18.22,40328,5900,6,0.031481,1,0,60,0,31.765404,128,0,1905.924265,0.000000,0.031481,0.031481,0.000000,0.000000,1,1,12,753,11,108012,0,ninguno,0,,0.000000,0.635900,0,0.000000
1788742045.446778,192.168.18.8,192.168.18.22,40328,5900,6,0.032099,1,0,60,0,31.153147,128,0,1869.188844,0.000000,0.032099,0.032099,0.000000,0.000000,1,1,13,813,11,108012,0,ninguno,0,,0.000000,0.659000,0,0.000000
1788742045.447782,192.168.18.8,192.168.18.22,40328,5900,6,0.032850,1,0,93,0,30.441154,128,0,2831.027347,0.000000,0.032850,0.032850,0.000000,0.000000,1,1,14,906,11,108012,0,ninguno,0,,0.000000,0.648100,0,0.000000
1788742045.598511,192.168.18.8,192.168.18.22,40328,5900,6,0.038894,1,0,88,0,25.711105,128,0,2262.577250,0.000000,0.038894,0.038894,0.000000,0.000000,1,1,15,994,11,108012,0,ninguno,0,,0.000000,1.390700,0,0.000000
1788742045.599856,192.168.18.22,192.168.18.8,5900,40328,6,0.038921,1,0,54,0,25.692835,64,0,1387.413114,0.000000,0.038921,0.038921,0.000000,0.000000,1,1,15,994,12,108066,0,ninguno,0,,0.000000,0.837300,0,0.000000
1788742045.600884,192.168.18.22,192.168.18.8,5900,40328,6,0.068230,1,0,80,0,14.656379,64,0,1172.510343,0.000000,0.068230,0.068230,0.000000,0.000000,1,1,15,994,13,108146,0,ninguno,0,,0.000000,0.682300,0,0.000000
1788742045.601876,192.168.18.22,192.168.18.8,5900,40328,6,0.068310,1,0,14654,0,14.639089,64,0,214521.212981,0.000000,0.068310,0.068310,0.000000,0.000000,1,1,15,994,14,122800,0,ninguno,0,,0.000000,0.608500,0,0.000000
1788742045.602869,192.168.18.22,192.168.18.8,5900,40328,6,0.068326,1,0,1860,0,14.635667,64,0,27222.340071,0.000000,0.068326,0.068326,0.000000,0.000000,1,1,15,994,15,124660,0,ninguno,0,,0.000000,0.648200,0,0.000000
1788742045.603834,192.168.18.22,192.168.18.8,5900,40328,6,0.068389,1,0,14654,0,14.622146,64,0,214272.922809,0.000000,0.068389,0.068389,0.000000,0.000000,1,1,15,994,16,139314,0,ninguno,0,,0.000000,0.623500,0,0.000000
1788742045.604801,192.168.18.22,192.168.18.8,5900,40328,6,0.068408,1,0,1860,0,14.618222,64,0,27189.892201,0.000000,0.068408,0.068408,0.000000,0.000000,1,1,15,994,17,141174,0,ninguno,0,,0.000000,0.634500,0,0.000000
